"Jahr","Gemeinde_Nr","Gemeinde","Messkategorie","Wert","Einheit"
2015,10,"Obfelden","35-L-Sack",1.8,"CHF"
2014,10,"Obfelden","35-L-Sack",1.8,"CHF"
2013,10,"Obfelden","35-L-Sack",1.8,"CHF"
2012,10,"Obfelden","35-L-Sack",1.8,"CHF"
2011,10,"Obfelden","35-L-Sack",1.8,"CHF"
2010,10,"Obfelden","35-L-Sack",1.8,"CHF"
2009,10,"Obfelden","35-L-Sack",1.8,"CHF"
2008,10,"Obfelden","35-L-Sack",1.8,"CHF"
2007,10,"Obfelden","35-L-Sack",1.8,"CHF"
2006,10,"Obfelden","35-L-Sack",1.8,"CHF"
2005,10,"Obfelden","35-L-Sack",1.8,"CHF"
2004,10,"Obfelden","35-L-Sack",2,"CHF"
2003,10,"Obfelden","35-L-Sack",2,"CHF"
2002,10,"Obfelden","35-L-Sack",2,"CHF"
2001,10,"Obfelden","35-L-Sack",2.5,"CHF"
2000,10,"Obfelden","35-L-Sack",2.5,"CHF"
2022,11,"Ottenbach","Grundgebuehr",150.78,"CHF"
2021,11,"Ottenbach","Grundgebuehr",150.78,"CHF"
2020,11,"Ottenbach","Grundgebuehr",150.78,"CHF"
2019,11,"Ottenbach","Grundgebuehr",151.2,"CHF"
2018,11,"Ottenbach","Grundgebuehr",151.2,"CHF"
2017,11,"Ottenbach","Grundgebuehr",167.4,"CHF"
2016,11,"Ottenbach","Grundgebuehr",183.6,"CHF"
2015,11,"Ottenbach","Grundgebuehr",194.4,"CHF"
2014,11,"Ottenbach","Grundgebuehr",194.4,"CHF"
2013,11,"Ottenbach","Grundgebuehr",205.2,"CHF"
2012,11,"Ottenbach","Grundgebuehr",205.2,"CHF"
2011,11,"Ottenbach","Grundgebuehr",205.2,"CHF"
2010,11,"Ottenbach","Grundgebuehr",204.45,"CHF"
2009,11,"Ottenbach","Grundgebuehr",247.5,"CHF"
2008,11,"Ottenbach","Grundgebuehr",247.5,"CHF"
2007,11,"Ottenbach","Grundgebuehr",247.5,"CHF"
2006,11,"Ottenbach","Grundgebuehr",210,"CHF"
2005,11,"Ottenbach","Grundgebuehr",188.3,"CHF"
2004,11,"Ottenbach","Grundgebuehr",190,"CHF"
2003,11,"Ottenbach","Grundgebuehr",180,"CHF"
2002,11,"Ottenbach","Grundgebuehr",180,"CHF"
2001,11,"Ottenbach","Grundgebuehr",170,"CHF"
2000,11,"Ottenbach","Grundgebuehr",150,"CHF"
2022,11,"Ottenbach","35-L-Sack",1.7,"CHF"
2021,11,"Ottenbach","35-L-Sack",1.7,"CHF"
2020,11,"Ottenbach","35-L-Sack",1.7,"CHF"
2019,11,"Ottenbach","35-L-Sack",1.8,"CHF"
2018,11,"Ottenbach","35-L-Sack",1.8,"CHF"
2017,11,"Ottenbach","35-L-Sack",1.8,"CHF"
2016,11,"Ottenbach","35-L-Sack",1.8,"CHF"
2015,11,"Ottenbach","35-L-Sack",1.8,"CHF"
2014,11,"Ottenbach","35-L-Sack",1.8,"CHF"
2013,11,"Ottenbach","35-L-Sack",1.8,"CHF"
2012,11,"Ottenbach","35-L-Sack",1.8,"CHF"
2011,11,"Ottenbach","35-L-Sack",1.8,"CHF"
2010,11,"Ottenbach","35-L-Sack",1.8,"CHF"
2009,11,"Ottenbach","35-L-Sack",1.8,"CHF"
2008,11,"Ottenbach","35-L-Sack",1.8,"CHF"
2007,11,"Ottenbach","35-L-Sack",1.8,"CHF"
2006,11,"Ottenbach","35-L-Sack",1.8,"CHF"
2005,11,"Ottenbach","35-L-Sack",2,"CHF"
2004,11,"Ottenbach","35-L-Sack",2,"CHF"
2003,11,"Ottenbach","35-L-Sack",2,"CHF"
2002,11,"Ottenbach","35-L-Sack",2,"CHF"
2001,11,"Ottenbach","35-L-Sack",2.5,"CHF"
2000,11,"Ottenbach","35-L-Sack",2.5,"CHF"
2022,12,"Rifferswil","Grundgebuehr",200,"CHF"
2021,12,"Rifferswil","Grundgebuehr",120,"CHF"
2020,12,"Rifferswil","Grundgebuehr",120,"CHF"
2019,12,"Rifferswil","Grundgebuehr",150,"CHF"
2018,12,"Rifferswil","Grundgebuehr",150,"CHF"
2017,12,"Rifferswil","Grundgebuehr",150,"CHF"
2016,12,"Rifferswil","Grundgebuehr",200,"CHF"
2015,12,"Rifferswil","Grundgebuehr",200,"CHF"
2014,12,"Rifferswil","Grundgebuehr",200,"CHF"
2013,12,"Rifferswil","Grundgebuehr",160,"CHF"
2012,12,"Rifferswil","Grundgebuehr",160,"CHF"
2011,12,"Rifferswil","Grundgebuehr",125,"CHF"
2010,12,"Rifferswil","Grundgebuehr",125,"CHF"
2009,12,"Rifferswil","Grundgebuehr",110,"CHF"
2008,12,"Rifferswil","Grundgebuehr",50,"CHF"
2007,12,"Rifferswil","Grundgebuehr",50,"CHF"
2006,12,"Rifferswil","Grundgebuehr",220,"CHF"
2005,12,"Rifferswil","Grundgebuehr",100,"CHF"
2004,12,"Rifferswil","Grundgebuehr",100,"CHF"
2003,12,"Rifferswil","Grundgebuehr",100,"CHF"
2002,12,"Rifferswil","Grundgebuehr",110,"CHF"
2001,12,"Rifferswil","Grundgebuehr",150,"CHF"
2000,12,"Rifferswil","Grundgebuehr",110,"CHF"
2022,12,"Rifferswil","35-L-Sack",1.7,"CHF"
2021,12,"Rifferswil","35-L-Sack",1.7,"CHF"
2020,12,"Rifferswil","35-L-Sack",1.7,"CHF"
2019,12,"Rifferswil","35-L-Sack",1.8,"CHF"
2018,12,"Rifferswil","35-L-Sack",1.8,"CHF"
2017,12,"Rifferswil","35-L-Sack",1.8,"CHF"
2016,12,"Rifferswil","35-L-Sack",1.8,"CHF"
2015,12,"Rifferswil","35-L-Sack",1.8,"CHF"
2014,12,"Rifferswil","35-L-Sack",1.8,"CHF"
2013,12,"Rifferswil","35-L-Sack",1.8,"CHF"
2012,12,"Rifferswil","35-L-Sack",1.8,"CHF"
2011,12,"Rifferswil","35-L-Sack",1.8,"CHF"
2010,12,"Rifferswil","35-L-Sack",1.8,"CHF"
2009,12,"Rifferswil","35-L-Sack",1.8,"CHF"
2008,12,"Rifferswil","35-L-Sack",1.8,"CHF"
2007,12,"Rifferswil","35-L-Sack",1.8,"CHF"
2006,12,"Rifferswil","35-L-Sack",1.8,"CHF"
2005,12,"Rifferswil","35-L-Sack",1.9,"CHF"
2004,12,"Rifferswil","35-L-Sack",2,"CHF"
2003,12,"Rifferswil","35-L-Sack",2,"CHF"
2002,12,"Rifferswil","35-L-Sack",2,"CHF"
2001,12,"Rifferswil","35-L-Sack",2.5,"CHF"
2000,12,"Rifferswil","35-L-Sack",2.5,"CHF"
2022,13,"Stallikon","Grundgebuehr",129.24,"CHF"
2021,13,"Stallikon","Grundgebuehr",129.24,"CHF"
2020,13,"Stallikon","Grundgebuehr",129.24,"CHF"
2019,13,"Stallikon","Grundgebuehr",129,"CHF"
2018,13,"Stallikon","Grundgebuehr",129.25,"CHF"
2017,13,"Stallikon","Grundgebuehr",155.5,"CHF"
2016,13,"Stallikon","Grundgebuehr",168.5,"CHF"
2015,13,"Stallikon","Grundgebuehr",194.4,"CHF"
2014,13,"Stallikon","Grundgebuehr",207.35,"CHF"
2013,13,"Stallikon","Grundgebuehr",207.35,"CHF"
2012,13,"Stallikon","Grundgebuehr",207.35,"CHF"
2011,13,"Stallikon","Grundgebuehr",207.35,"CHF"
2010,13,"Stallikon","Grundgebuehr",180.75,"CHF"
2009,13,"Stallikon","Grundgebuehr",180.75,"CHF"
2008,13,"Stallikon","Grundgebuehr",168,"CHF"
2007,13,"Stallikon","Grundgebuehr",168,"CHF"
2006,13,"Stallikon","Grundgebuehr",168,"CHF"
2005,13,"Stallikon","Grundgebuehr",206.6,"CHF"
2004,13,"Stallikon","Grundgebuehr",192,"CHF"
2003,13,"Stallikon","Grundgebuehr",206.6,"CHF"
2002,13,"Stallikon","Grundgebuehr",245.3,"CHF"
2001,13,"Stallikon","Grundgebuehr",245.3,"CHF"
2000,13,"Stallikon","Grundgebuehr",92,"CHF"
2022,13,"Stallikon","35-L-Sack",1.7,"CHF"
2021,13,"Stallikon","35-L-Sack",1.7,"CHF"
2020,13,"Stallikon","35-L-Sack",1.7,"CHF"
2019,13,"Stallikon","35-L-Sack",1.8,"CHF"
2018,13,"Stallikon","35-L-Sack",1.83,"CHF"
2017,13,"Stallikon","35-L-Sack",1.84,"CHF"
2016,13,"Stallikon","35-L-Sack",2.1,"CHF"
2015,13,"Stallikon","35-L-Sack",1.7,"CHF"
2014,13,"Stallikon","35-L-Sack",1.7,"CHF"
2013,13,"Stallikon","35-L-Sack",1.84,"CHF"
2012,13,"Stallikon","35-L-Sack",1.84,"CHF"
2011,13,"Stallikon","35-L-Sack",1.7,"CHF"
2010,13,"Stallikon","35-L-Sack",1.82,"CHF"
2009,13,"Stallikon","35-L-Sack",1.7,"CHF"
2008,13,"Stallikon","35-L-Sack",1.7,"CHF"
2007,13,"Stallikon","35-L-Sack",1.7,"CHF"
2006,13,"Stallikon","35-L-Sack",1.7,"CHF"
2005,13,"Stallikon","35-L-Sack",1.82,"CHF"
2004,13,"Stallikon","35-L-Sack",1.82,"CHF"
2003,13,"Stallikon","35-L-Sack",2,"CHF"
2002,13,"Stallikon","35-L-Sack",2,"CHF"
2001,13,"Stallikon","35-L-Sack",2,"CHF"
2000,13,"Stallikon","35-L-Sack",2,"CHF"
2022,14,"Wettswil a.A.","Grundgebuehr",106.6,"CHF"
2021,14,"Wettswil a.A.","Grundgebuehr",106.6,"CHF"
2020,14,"Wettswil a.A.","Grundgebuehr",106.6,"CHF"
2019,14,"Wettswil a.A.","Grundgebuehr",106.62,"CHF"
2018,14,"Wettswil a.A.","Grundgebuehr",106.92,"CHF"
2017,14,"Wettswil a.A.","Grundgebuehr",106.92,"CHF"
2016,14,"Wettswil a.A.","Grundgebuehr",106.92,"CHF"
2015,14,"Wettswil a.A.","Grundgebuehr",106.92,"CHF"
2014,14,"Wettswil a.A.","Grundgebuehr",106.92,"CHF"
2013,14,"Wettswil a.A.","Grundgebuehr",106.92,"CHF"
2012,14,"Wettswil a.A.","Grundgebuehr",106.92,"CHF"
2011,14,"Wettswil a.A.","Grundgebuehr",106.9,"CHF"
2010,14,"Wettswil a.A.","Grundgebuehr",106.52,"CHF"
2009,14,"Wettswil a.A.","Grundgebuehr",106.5,"CHF"
2008,14,"Wettswil a.A.","Grundgebuehr",118.35,"CHF"
2007,14,"Wettswil a.A.","Grundgebuehr",118.35,"CHF"
2006,14,"Wettswil a.A.","Grundgebuehr",118.35,"CHF"
2005,14,"Wettswil a.A.","Grundgebuehr",118.35,"CHF"
2004,14,"Wettswil a.A.","Grundgebuehr",118.35,"CHF"
2003,14,"Wettswil a.A.","Grundgebuehr",148.5,"CHF"
2002,14,"Wettswil a.A.","Grundgebuehr",177.55,"CHF"
2001,14,"Wettswil a.A.","Grundgebuehr",177.55,"CHF"
2000,14,"Wettswil a.A.","Grundgebuehr",100,"CHF"
2022,14,"Wettswil a.A.","35-L-Sack",1.7,"CHF"
2021,14,"Wettswil a.A.","35-L-Sack",1.7,"CHF"
2020,14,"Wettswil a.A.","35-L-Sack",1.7,"CHF"
2019,14,"Wettswil a.A.","35-L-Sack",1.8,"CHF"
2018,14,"Wettswil a.A.","35-L-Sack",1.8,"CHF"
2017,14,"Wettswil a.A.","35-L-Sack",1.8,"CHF"
2016,14,"Wettswil a.A.","35-L-Sack",1.8,"CHF"
2015,14,"Wettswil a.A.","35-L-Sack",1.8,"CHF"
2014,14,"Wettswil a.A.","35-L-Sack",1.8,"CHF"
2013,14,"Wettswil a.A.","35-L-Sack",1.8,"CHF"
2012,14,"Wettswil a.A.","35-L-Sack",1.8,"CHF"
2011,14,"Wettswil a.A.","35-L-Sack",1.8,"CHF"
2010,14,"Wettswil a.A.","35-L-Sack",1.8,"CHF"
2009,14,"Wettswil a.A.","35-L-Sack",1.8,"CHF"
2008,14,"Wettswil a.A.","35-L-Sack",1.8,"CHF"
2007,14,"Wettswil a.A.","35-L-Sack",1.8,"CHF"
2006,14,"Wettswil a.A.","35-L-Sack",1.8,"CHF"
2005,14,"Wettswil a.A.","35-L-Sack",1.8,"CHF"
2004,14,"Wettswil a.A.","35-L-Sack",2,"CHF"
2003,14,"Wettswil a.A.","35-L-Sack",2,"CHF"
2002,14,"Wettswil a.A.","35-L-Sack",2,"CHF"
2001,14,"Wettswil a.A.","35-L-Sack",2.5,"CHF"
2000,14,"Wettswil a.A.","35-L-Sack",2.5,"CHF"
2022,21,"Adlikon","Grundgebuehr",120,"CHF"
2021,21,"Adlikon","Grundgebuehr",120,"CHF"
2020,21,"Adlikon","Grundgebuehr",120,"CHF"
2019,21,"Adlikon","Grundgebuehr",120,"CHF"
2018,21,"Adlikon","Grundgebuehr",120,"CHF"
2017,21,"Adlikon","Grundgebuehr",120,"CHF"
2016,21,"Adlikon","Grundgebuehr",120,"CHF"
2015,21,"Adlikon","Grundgebuehr",120,"CHF"
2014,21,"Adlikon","Grundgebuehr",120,"CHF"
2013,21,"Adlikon","Grundgebuehr",120,"CHF"
2012,21,"Adlikon","Grundgebuehr",120,"CHF"
2011,21,"Adlikon","Grundgebuehr",120,"CHF"
2010,21,"Adlikon","Grundgebuehr",120,"CHF"
2009,21,"Adlikon","Grundgebuehr",120,"CHF"
2008,21,"Adlikon","Grundgebuehr",120,"CHF"
2007,21,"Adlikon","Grundgebuehr",120,"CHF"
2006,21,"Adlikon","Grundgebuehr",120,"CHF"
2005,21,"Adlikon","Grundgebuehr",120,"CHF"
2004,21,"Adlikon","Grundgebuehr",120,"CHF"
2003,21,"Adlikon","Grundgebuehr",120,"CHF"
2002,21,"Adlikon","Grundgebuehr",120,"CHF"
2001,21,"Adlikon","Grundgebuehr",120,"CHF"
2000,21,"Adlikon","Grundgebuehr",100,"CHF"
2022,21,"Adlikon","35-L-Sack",1.3,"CHF"
2021,21,"Adlikon","35-L-Sack",1.3,"CHF"
2020,21,"Adlikon","35-L-Sack",1.3,"CHF"
2019,21,"Adlikon","35-L-Sack",1.3,"CHF"
2018,21,"Adlikon","35-L-Sack",1.3,"CHF"
2017,21,"Adlikon","35-L-Sack",1.3,"CHF"
2016,21,"Adlikon","35-L-Sack",1.5,"CHF"
2015,21,"Adlikon","35-L-Sack",1.5,"CHF"
2014,21,"Adlikon","35-L-Sack",1.5,"CHF"
2013,21,"Adlikon","35-L-Sack",1.5,"CHF"
2012,21,"Adlikon","35-L-Sack",1.6,"CHF"
2011,21,"Adlikon","35-L-Sack",1.6,"CHF"
2010,21,"Adlikon","35-L-Sack",1.6,"CHF"
2009,21,"Adlikon","35-L-Sack",1.6,"CHF"
2008,21,"Adlikon","35-L-Sack",1.6,"CHF"
2007,21,"Adlikon","35-L-Sack",1.6,"CHF"
2006,21,"Adlikon","35-L-Sack",1.6,"CHF"
2005,21,"Adlikon","35-L-Sack",1.6,"CHF"
2004,21,"Adlikon","35-L-Sack",1.8,"CHF"
2003,21,"Adlikon","35-L-Sack",1.8,"CHF"
2002,21,"Adlikon","35-L-Sack",1.8,"CHF"
2001,21,"Adlikon","35-L-Sack",1.8,"CHF"
2000,21,"Adlikon","35-L-Sack",2.8,"CHF"
2022,22,"Benken","Grundgebuehr",75,"CHF"
2021,22,"Benken","Grundgebuehr",75,"CHF"
2020,22,"Benken","Grundgebuehr",75,"CHF"
2019,22,"Benken","Grundgebuehr",75,"CHF"
2018,22,"Benken","Grundgebuehr",150,"CHF"
2017,22,"Benken","Grundgebuehr",150,"CHF"
2016,22,"Benken","Grundgebuehr",150,"CHF"
2015,22,"Benken","Grundgebuehr",83,"CHF"
2014,22,"Benken","Grundgebuehr",166,"CHF"
2013,22,"Benken","Grundgebuehr",166,"CHF"
2012,22,"Benken","Grundgebuehr",166,"CHF"
2011,22,"Benken","Grundgebuehr",166,"CHF"
2010,22,"Benken","Grundgebuehr",166,"CHF"
2009,22,"Benken","Grundgebuehr",166,"CHF"
2008,22,"Benken","Grundgebuehr",166,"CHF"
2007,22,"Benken","Grundgebuehr",166,"CHF"
2006,22,"Benken","Grundgebuehr",166,"CHF"
2005,22,"Benken","Grundgebuehr",166,"CHF"
2004,22,"Benken","Grundgebuehr",166,"CHF"
2003,22,"Benken","Grundgebuehr",132,"CHF"
2002,22,"Benken","Grundgebuehr",132,"CHF"
2001,22,"Benken","Grundgebuehr",132,"CHF"
2000,22,"Benken","Grundgebuehr",132,"CHF"
2022,22,"Benken","35-L-Sack",1.3,"CHF"
2021,22,"Benken","35-L-Sack",1.3,"CHF"
2020,22,"Benken","35-L-Sack",1.3,"CHF"
2019,22,"Benken","35-L-Sack",1.3,"CHF"
2018,22,"Benken","35-L-Sack",1.3,"CHF"
2017,22,"Benken","35-L-Sack",1.3,"CHF"
2016,22,"Benken","35-L-Sack",1.3,"CHF"
2015,22,"Benken","35-L-Sack",1.5,"CHF"
2014,22,"Benken","35-L-Sack",1.5,"CHF"
2013,22,"Benken","35-L-Sack",1.5,"CHF"
2012,22,"Benken","35-L-Sack",1.6,"CHF"
2011,22,"Benken","35-L-Sack",1.6,"CHF"
2010,22,"Benken","35-L-Sack",1.6,"CHF"
2009,22,"Benken","35-L-Sack",1.6,"CHF"
2008,22,"Benken","35-L-Sack",1.6,"CHF"
2007,22,"Benken","35-L-Sack",1.6,"CHF"
2006,22,"Benken","35-L-Sack",1.6,"CHF"
2005,22,"Benken","35-L-Sack",1.6,"CHF"
2004,22,"Benken","35-L-Sack",1.8,"CHF"
2003,22,"Benken","35-L-Sack",1.8,"CHF"
2002,22,"Benken","35-L-Sack",1.8,"CHF"
2001,22,"Benken","35-L-Sack",1.8,"CHF"
2000,22,"Benken","35-L-Sack",2,"CHF"
2022,23,"Berg a.I.","Grundgebuehr",110,"CHF"
2021,23,"Berg a.I.","Grundgebuehr",110,"CHF"
2020,23,"Berg a.I.","Grundgebuehr",110,"CHF"
2019,23,"Berg a.I.","Grundgebuehr",110,"CHF"
2018,23,"Berg a.I.","Grundgebuehr",110,"CHF"
2017,23,"Berg a.I.","Grundgebuehr",110,"CHF"
2016,23,"Berg a.I.","Grundgebuehr",110,"CHF"
2015,23,"Berg a.I.","Grundgebuehr",100,"CHF"
2014,23,"Berg a.I.","Grundgebuehr",100,"CHF"
2013,23,"Berg a.I.","Grundgebuehr",40,"CHF"
2012,23,"Berg a.I.","Grundgebuehr",80,"CHF"
2011,23,"Berg a.I.","Grundgebuehr",80,"CHF"
2010,23,"Berg a.I.","Grundgebuehr",80,"CHF"
2009,23,"Berg a.I.","Grundgebuehr",80,"CHF"
2008,23,"Berg a.I.","Grundgebuehr",90,"CHF"
2007,23,"Berg a.I.","Grundgebuehr",90,"CHF"
2006,23,"Berg a.I.","Grundgebuehr",90,"CHF"
2005,23,"Berg a.I.","Grundgebuehr",90,"CHF"
2004,23,"Berg a.I.","Grundgebuehr",90,"CHF"
2003,23,"Berg a.I.","Grundgebuehr",90,"CHF"
2002,23,"Berg a.I.","Grundgebuehr",90,"CHF"
2001,23,"Berg a.I.","Grundgebuehr",90,"CHF"
2000,23,"Berg a.I.","Grundgebuehr",96,"CHF"
2022,23,"Berg a.I.","35-L-Sack",1.3,"CHF"
2021,23,"Berg a.I.","35-L-Sack",1.3,"CHF"
2020,23,"Berg a.I.","35-L-Sack",1.3,"CHF"
2019,23,"Berg a.I.","35-L-Sack",1.3,"CHF"
2018,23,"Berg a.I.","35-L-Sack",1.3,"CHF"
2017,23,"Berg a.I.","35-L-Sack",1.3,"CHF"
2016,23,"Berg a.I.","35-L-Sack",1.3,"CHF"
2015,23,"Berg a.I.","35-L-Sack",1.5,"CHF"
2014,23,"Berg a.I.","35-L-Sack",1.5,"CHF"
2013,23,"Berg a.I.","35-L-Sack",1.5,"CHF"
2012,23,"Berg a.I.","35-L-Sack",1.6,"CHF"
2011,23,"Berg a.I.","35-L-Sack",1.6,"CHF"
2010,23,"Berg a.I.","35-L-Sack",1.6,"CHF"
2009,23,"Berg a.I.","35-L-Sack",1.6,"CHF"
2008,23,"Berg a.I.","35-L-Sack",1.6,"CHF"
2007,23,"Berg a.I.","35-L-Sack",1.6,"CHF"
2006,23,"Berg a.I.","35-L-Sack",1.6,"CHF"
2005,23,"Berg a.I.","35-L-Sack",1.6,"CHF"
2004,23,"Berg a.I.","35-L-Sack",1.8,"CHF"
2003,23,"Berg a.I.","35-L-Sack",1.8,"CHF"
2002,23,"Berg a.I.","35-L-Sack",1.8,"CHF"
2001,23,"Berg a.I.","35-L-Sack",1.8,"CHF"
2000,23,"Berg a.I.","35-L-Sack",2,"CHF"
2022,24,"Buch a.I.","Grundgebuehr",100,"CHF"
2021,24,"Buch a.I.","Grundgebuehr",100,"CHF"
2020,24,"Buch a.I.","Grundgebuehr",100,"CHF"
2019,24,"Buch a.I.","Grundgebuehr",100,"CHF"
2018,24,"Buch a.I.","Grundgebuehr",100,"CHF"
2017,24,"Buch a.I.","Grundgebuehr",100,"CHF"
2016,24,"Buch a.I.","Grundgebuehr",100,"CHF"
2015,24,"Buch a.I.","Grundgebuehr",100,"CHF"
2014,24,"Buch a.I.","Grundgebuehr",100,"CHF"
2013,24,"Buch a.I.","Grundgebuehr",100,"CHF"
2012,24,"Buch a.I.","Grundgebuehr",100,"CHF"
2011,24,"Buch a.I.","Grundgebuehr",100,"CHF"
2010,24,"Buch a.I.","Grundgebuehr",100,"CHF"
2009,24,"Buch a.I.","Grundgebuehr",100,"CHF"
2008,24,"Buch a.I.","Grundgebuehr",100,"CHF"
2007,24,"Buch a.I.","Grundgebuehr",100,"CHF"
2006,24,"Buch a.I.","Grundgebuehr",100,"CHF"
2005,24,"Buch a.I.","Grundgebuehr",200,"CHF"
2004,24,"Buch a.I.","Grundgebuehr",200,"CHF"
2003,24,"Buch a.I.","Grundgebuehr",200,"CHF"
2002,24,"Buch a.I.","Grundgebuehr",200,"CHF"
2001,24,"Buch a.I.","Grundgebuehr",200,"CHF"
2000,24,"Buch a.I.","Grundgebuehr",200,"CHF"
2022,24,"Buch a.I.","35-L-Sack",1.3,"CHF"
2021,24,"Buch a.I.","35-L-Sack",1.3,"CHF"
2020,24,"Buch a.I.","35-L-Sack",1.3,"CHF"
2019,24,"Buch a.I.","35-L-Sack",1.3,"CHF"
2018,24,"Buch a.I.","35-L-Sack",1.5,"CHF"
2017,24,"Buch a.I.","35-L-Sack",1.3,"CHF"
2016,24,"Buch a.I.","35-L-Sack",1.3,"CHF"
2015,24,"Buch a.I.","35-L-Sack",1.5,"CHF"
2014,24,"Buch a.I.","35-L-Sack",1.6,"CHF"
2013,24,"Buch a.I.","35-L-Sack",1.6,"CHF"
2012,24,"Buch a.I.","35-L-Sack",1.6,"CHF"
2011,24,"Buch a.I.","35-L-Sack",1.6,"CHF"
2010,24,"Buch a.I.","35-L-Sack",1.6,"CHF"
2009,24,"Buch a.I.","35-L-Sack",1.6,"CHF"
2008,24,"Buch a.I.","35-L-Sack",1.6,"CHF"
2007,24,"Buch a.I.","35-L-Sack",1.6,"CHF"
2006,24,"Buch a.I.","35-L-Sack",1.6,"CHF"
2005,24,"Buch a.I.","35-L-Sack",1.6,"CHF"
2004,24,"Buch a.I.","35-L-Sack",1.8,"CHF"
2003,24,"Buch a.I.","35-L-Sack",1.8,"CHF"
2002,24,"Buch a.I.","35-L-Sack",1.8,"CHF"
2001,24,"Buch a.I.","35-L-Sack",1.8,"CHF"
2000,24,"Buch a.I.","35-L-Sack",2,"CHF"
2022,25,"Dachsen","Grundgebuehr",160,"CHF"
2021,25,"Dachsen","Grundgebuehr",160,"CHF"
2020,25,"Dachsen","Grundgebuehr",160,"CHF"
2019,25,"Dachsen","Grundgebuehr",90,"CHF"
2018,25,"Dachsen","Grundgebuehr",90,"CHF"
2017,25,"Dachsen","Grundgebuehr",90,"CHF"
2016,25,"Dachsen","Grundgebuehr",80,"CHF"
2015,25,"Dachsen","Grundgebuehr",100,"CHF"
2014,25,"Dachsen","Grundgebuehr",100,"CHF"
2013,25,"Dachsen","Grundgebuehr",100,"CHF"
2012,25,"Dachsen","Grundgebuehr",100,"CHF"
2011,25,"Dachsen","Grundgebuehr",100,"CHF"
2010,25,"Dachsen","Grundgebuehr",100,"CHF"
2009,25,"Dachsen","Grundgebuehr",100,"CHF"
2008,25,"Dachsen","Grundgebuehr",100,"CHF"
2007,25,"Dachsen","Grundgebuehr",100,"CHF"
2006,25,"Dachsen","Grundgebuehr",100,"CHF"
2005,25,"Dachsen","Grundgebuehr",100,"CHF"
2004,25,"Dachsen","Grundgebuehr",100,"CHF"
2003,25,"Dachsen","Grundgebuehr",100,"CHF"
2002,25,"Dachsen","Grundgebuehr",100,"CHF"
2001,25,"Dachsen","Grundgebuehr",100,"CHF"
2000,25,"Dachsen","Grundgebuehr",100,"CHF"
2022,25,"Dachsen","35-L-Sack",1.3,"CHF"
2021,25,"Dachsen","35-L-Sack",1.3,"CHF"
2020,25,"Dachsen","35-L-Sack",1.3,"CHF"
2019,25,"Dachsen","35-L-Sack",1.3,"CHF"
2018,25,"Dachsen","35-L-Sack",1.3,"CHF"
2017,25,"Dachsen","35-L-Sack",1.3,"CHF"
2016,25,"Dachsen","35-L-Sack",1.3,"CHF"
2015,25,"Dachsen","35-L-Sack",1.5,"CHF"
2014,25,"Dachsen","35-L-Sack",1.5,"CHF"
2013,25,"Dachsen","35-L-Sack",1.5,"CHF"
2012,25,"Dachsen","35-L-Sack",1.6,"CHF"
2011,25,"Dachsen","35-L-Sack",1.6,"CHF"
2010,25,"Dachsen","35-L-Sack",1.6,"CHF"
2009,25,"Dachsen","35-L-Sack",1.6,"CHF"
2008,25,"Dachsen","35-L-Sack",1.6,"CHF"
2007,25,"Dachsen","35-L-Sack",1.6,"CHF"
2006,25,"Dachsen","35-L-Sack",1.6,"CHF"
2005,25,"Dachsen","35-L-Sack",1.6,"CHF"
2004,25,"Dachsen","35-L-Sack",1.8,"CHF"
2003,25,"Dachsen","35-L-Sack",1.8,"CHF"
2002,25,"Dachsen","35-L-Sack",1.8,"CHF"
2001,25,"Dachsen","35-L-Sack",1.8,"CHF"
2000,25,"Dachsen","35-L-Sack",2,"CHF"
2022,26,"Dorf","Grundgebuehr",150,"CHF"
2021,26,"Dorf","Grundgebuehr",150,"CHF"
2020,26,"Dorf","Grundgebuehr",150,"CHF"
2019,26,"Dorf","Grundgebuehr",100,"CHF"
2018,26,"Dorf","Grundgebuehr",150,"CHF"
2017,26,"Dorf","Grundgebuehr",100,"CHF"
2016,26,"Dorf","Grundgebuehr",100,"CHF"
2015,26,"Dorf","Grundgebuehr",100,"CHF"
2014,26,"Dorf","Grundgebuehr",100,"CHF"
2013,26,"Dorf","Grundgebuehr",100,"CHF"
2012,26,"Dorf","Grundgebuehr",100,"CHF"
2011,26,"Dorf","Grundgebuehr",100,"CHF"
2010,26,"Dorf","Grundgebuehr",100,"CHF"
2009,26,"Dorf","Grundgebuehr",100,"CHF"
2008,26,"Dorf","Grundgebuehr",100,"CHF"
2007,26,"Dorf","Grundgebuehr",100,"CHF"
2006,26,"Dorf","Grundgebuehr",100,"CHF"
2005,26,"Dorf","Grundgebuehr",120,"CHF"
2004,26,"Dorf","Grundgebuehr",150,"CHF"
2003,26,"Dorf","Grundgebuehr",120,"CHF"
2002,26,"Dorf","Grundgebuehr",150,"CHF"
2001,26,"Dorf","Grundgebuehr",180,"CHF"
2000,26,"Dorf","Grundgebuehr",200,"CHF"
2022,26,"Dorf","35-L-Sack",1.3,"CHF"
2021,26,"Dorf","35-L-Sack",1.3,"CHF"
2020,26,"Dorf","35-L-Sack",1.3,"CHF"
2019,26,"Dorf","35-L-Sack",1.3,"CHF"
2018,26,"Dorf","35-L-Sack",1.3,"CHF"
2017,26,"Dorf","35-L-Sack",1.3,"CHF"
