"Jahr","Gemeinde_Nr","Gemeinde","Messkategorie","Wert","Einheit"
2006,231,"Zell","Grundgebuehr",102,"CHF"
2005,231,"Zell","Grundgebuehr",102,"CHF"
2004,231,"Zell","Grundgebuehr",129,"CHF"
2003,231,"Zell","Grundgebuehr",129,"CHF"
2002,231,"Zell","Grundgebuehr",120,"CHF"
2001,231,"Zell","Grundgebuehr",129.1,"CHF"
2000,231,"Zell","Grundgebuehr",80,"CHF"
2022,231,"Zell","35-L-Sack",1.3,"CHF"
2021,231,"Zell","35-L-Sack",1.8,"CHF"
2020,231,"Zell","35-L-Sack",1.3,"CHF"
2019,231,"Zell","35-L-Sack",1.3,"CHF"
2018,231,"Zell","35-L-Sack",1.3,"CHF"
2017,231,"Zell","35-L-Sack",1.3,"CHF"
2016,231,"Zell","35-L-Sack",1.3,"CHF"
2015,231,"Zell","35-L-Sack",1.3,"CHF"
2014,231,"Zell","35-L-Sack",1.3,"CHF"
2013,231,"Zell","35-L-Sack",1.3,"CHF"
2012,231,"Zell","35-L-Sack",1.3,"CHF"
2011,231,"Zell","35-L-Sack",1.5,"CHF"
2010,231,"Zell","35-L-Sack",1.5,"CHF"
2009,231,"Zell","35-L-Sack",1.7,"CHF"
2008,231,"Zell","35-L-Sack",1.7,"CHF"
2007,231,"Zell","35-L-Sack",1.7,"CHF"
2006,231,"Zell","35-L-Sack",1.7,"CHF"
2005,231,"Zell","35-L-Sack",1.7,"CHF"
2004,231,"Zell","35-L-Sack",1.7,"CHF"
2003,231,"Zell","35-L-Sack",2,"CHF"
2002,231,"Zell","35-L-Sack",2,"CHF"
2001,231,"Zell","35-L-Sack",2,"CHF"
2000,231,"Zell","35-L-Sack",2,"CHF"
2022,241,"Aesch","Grundgebuehr",183.09,"CHF"
2021,241,"Aesch","Grundgebuehr",183.09,"CHF"
2020,241,"Aesch","Grundgebuehr",183.09,"CHF"
2019,241,"Aesch","Grundgebuehr",183.09,"CHF"
2018,241,"Aesch","Grundgebuehr",183.09,"CHF"
2017,241,"Aesch","Grundgebuehr",183.6,"CHF"
2016,241,"Aesch","Grundgebuehr",183.6,"CHF"
2015,241,"Aesch","Grundgebuehr",183.6,"CHF"
2014,241,"Aesch","Grundgebuehr",183.6,"CHF"
2013,241,"Aesch","Grundgebuehr",183.6,"CHF"
2012,241,"Aesch","Grundgebuehr",182.9,"CHF"
2011,241,"Aesch","Grundgebuehr",170,"CHF"
2010,241,"Aesch","Grundgebuehr",170,"CHF"
2009,241,"Aesch","Grundgebuehr",170,"CHF"
2008,241,"Aesch","Grundgebuehr",170,"CHF"
2007,241,"Aesch","Grundgebuehr",170,"CHF"
2006,241,"Aesch","Grundgebuehr",170,"CHF"
2005,241,"Aesch","Grundgebuehr",170,"CHF"
2004,241,"Aesch","Grundgebuehr",170,"CHF"
2003,241,"Aesch","Grundgebuehr",170,"CHF"
2002,241,"Aesch","Grundgebuehr",110,"CHF"
2001,241,"Aesch","Grundgebuehr",110,"CHF"
2000,241,"Aesch","Grundgebuehr",240,"CHF"
2022,241,"Aesch","35-L-Sack",1.7,"CHF"
2021,241,"Aesch","35-L-Sack",1.7,"CHF"
2020,241,"Aesch","35-L-Sack",1.7,"CHF"
2019,241,"Aesch","35-L-Sack",1.7,"CHF"
2018,241,"Aesch","35-L-Sack",1.7,"CHF"
2017,241,"Aesch","35-L-Sack",1.7,"CHF"
2016,241,"Aesch","35-L-Sack",1.7,"CHF"
2015,241,"Aesch","35-L-Sack",1.7,"CHF"
2014,241,"Aesch","35-L-Sack",1.7,"CHF"
2013,241,"Aesch","35-L-Sack",1.7,"CHF"
2012,241,"Aesch","35-L-Sack",1.7,"CHF"
2011,241,"Aesch","35-L-Sack",1.7,"CHF"
2010,241,"Aesch","35-L-Sack",2,"CHF"
2009,241,"Aesch","35-L-Sack",2,"CHF"
2008,241,"Aesch","35-L-Sack",2,"CHF"
2007,241,"Aesch","35-L-Sack",2,"CHF"
2006,241,"Aesch","35-L-Sack",2,"CHF"
2005,241,"Aesch","35-L-Sack",2,"CHF"
2004,241,"Aesch","35-L-Sack",2,"CHF"
2003,241,"Aesch","35-L-Sack",2.4,"CHF"
2002,241,"Aesch","35-L-Sack",2.4,"CHF"
2001,241,"Aesch","35-L-Sack",2.4,"CHF"
2000,241,"Aesch","35-L-Sack",2.5,"CHF"
2022,242,"Birmensdorf","Grundgebuehr",64.8,"CHF"
2021,242,"Birmensdorf","Grundgebuehr",64.8,"CHF"
2020,242,"Birmensdorf","Grundgebuehr",64.8,"CHF"
2019,242,"Birmensdorf","Grundgebuehr",64.8,"CHF"
2018,242,"Birmensdorf","Grundgebuehr",64.8,"CHF"
2017,242,"Birmensdorf","Grundgebuehr",64.8,"CHF"
2016,242,"Birmensdorf","Grundgebuehr",64.8,"CHF"
2015,242,"Birmensdorf","Grundgebuehr",64.8,"CHF"
2014,242,"Birmensdorf","Grundgebuehr",86.4,"CHF"
2013,242,"Birmensdorf","Grundgebuehr",86.4,"CHF"
2012,242,"Birmensdorf","Grundgebuehr",86.4,"CHF"
2011,242,"Birmensdorf","Grundgebuehr",86.4,"CHF"
2010,242,"Birmensdorf","Grundgebuehr",86.1,"CHF"
2009,242,"Birmensdorf","Grundgebuehr",86.1,"CHF"
2008,242,"Birmensdorf","Grundgebuehr",86.1,"CHF"
2007,242,"Birmensdorf","Grundgebuehr",86.1,"CHF"
2006,242,"Birmensdorf","Grundgebuehr",134.5,"CHF"
2005,242,"Birmensdorf","Grundgebuehr",134.5,"CHF"
2004,242,"Birmensdorf","Grundgebuehr",134.5,"CHF"
2003,242,"Birmensdorf","Grundgebuehr",134.5,"CHF"
2002,242,"Birmensdorf","Grundgebuehr",134.4,"CHF"
2001,242,"Birmensdorf","Grundgebuehr",134.5,"CHF"
2000,242,"Birmensdorf","Grundgebuehr",125,"CHF"
2022,242,"Birmensdorf","35-L-Sack",1.7,"CHF"
2021,242,"Birmensdorf","35-L-Sack",1.7,"CHF"
2020,242,"Birmensdorf","35-L-Sack",1.7,"CHF"
2019,242,"Birmensdorf","35-L-Sack",1.7,"CHF"
2018,242,"Birmensdorf","35-L-Sack",1.7,"CHF"
2017,242,"Birmensdorf","35-L-Sack",1.7,"CHF"
2016,242,"Birmensdorf","35-L-Sack",1.7,"CHF"
2015,242,"Birmensdorf","35-L-Sack",1.7,"CHF"
2014,242,"Birmensdorf","35-L-Sack",1.7,"CHF"
2013,242,"Birmensdorf","35-L-Sack",1.7,"CHF"
2012,242,"Birmensdorf","35-L-Sack",1.7,"CHF"
2011,242,"Birmensdorf","35-L-Sack",1.7,"CHF"
2010,242,"Birmensdorf","35-L-Sack",2,"CHF"
2009,242,"Birmensdorf","35-L-Sack",2,"CHF"
2008,242,"Birmensdorf","35-L-Sack",2,"CHF"
2007,242,"Birmensdorf","35-L-Sack",2,"CHF"
2006,242,"Birmensdorf","35-L-Sack",2,"CHF"
2005,242,"Birmensdorf","35-L-Sack",2,"CHF"
2004,242,"Birmensdorf","35-L-Sack",2,"CHF"
2003,242,"Birmensdorf","35-L-Sack",2.4,"CHF"
2002,242,"Birmensdorf","35-L-Sack",2.5,"CHF"
2001,242,"Birmensdorf","35-L-Sack",2.5,"CHF"
2000,242,"Birmensdorf","35-L-Sack",2.5,"CHF"
2022,243,"Dietikon","35-L-Sack",0,"CHF"
2021,243,"Dietikon","35-L-Sack",0,"CHF"
2020,243,"Dietikon","35-L-Sack",0,"CHF"
2019,243,"Dietikon","35-L-Sack",0,"CHF"
2018,243,"Dietikon","35-L-Sack",0,"CHF"
2017,243,"Dietikon","35-L-Sack",0,"CHF"
2016,243,"Dietikon","35-L-Sack",0,"CHF"
2015,243,"Dietikon","35-L-Sack",0,"CHF"
2014,243,"Dietikon","35-L-Sack",0,"CHF"
2013,243,"Dietikon","Grundgebuehr",43.47,"CHF"
2012,243,"Dietikon","Grundgebuehr",43.47,"CHF"
2011,243,"Dietikon","Grundgebuehr",43.47,"CHF"
2010,243,"Dietikon","Grundgebuehr",43.47,"CHF"
2009,243,"Dietikon","Grundgebuehr",43.47,"CHF"
2008,243,"Dietikon","35-L-Sack",0,"CHF"
2007,243,"Dietikon","35-L-Sack",0,"CHF"
2006,243,"Dietikon","Grundgebuehr",72,"CHF"
2005,243,"Dietikon","Grundgebuehr",72,"CHF"
2004,243,"Dietikon","Grundgebuehr",105,"CHF"
2003,243,"Dietikon","Grundgebuehr",54,"CHF"
2002,243,"Dietikon","Grundgebuehr",100,"CHF"
2001,243,"Dietikon","Grundgebuehr",100,"CHF"
2000,243,"Dietikon","Grundgebuehr",76,"CHF"
2022,243,"Dietikon","35-L-Sack",1.7,"CHF"
2021,243,"Dietikon","35-L-Sack",1.7,"CHF"
2020,243,"Dietikon","35-L-Sack",1.7,"CHF"
2019,243,"Dietikon","35-L-Sack",1.7,"CHF"
2018,243,"Dietikon","35-L-Sack",1.7,"CHF"
2017,243,"Dietikon","35-L-Sack",1.7,"CHF"
2016,243,"Dietikon","35-L-Sack",1.7,"CHF"
2015,243,"Dietikon","35-L-Sack",1.7,"CHF"
2014,243,"Dietikon","35-L-Sack",1.7,"CHF"
2013,243,"Dietikon","35-L-Sack",1.7,"CHF"
2012,243,"Dietikon","35-L-Sack",1.7,"CHF"
2011,243,"Dietikon","35-L-Sack",1.7,"CHF"
2010,243,"Dietikon","35-L-Sack",2,"CHF"
2009,243,"Dietikon","35-L-Sack",2,"CHF"
2008,243,"Dietikon","35-L-Sack",2,"CHF"
2007,243,"Dietikon","35-L-Sack",2,"CHF"
2006,243,"Dietikon","35-L-Sack",2,"CHF"
2005,243,"Dietikon","35-L-Sack",2,"CHF"
2004,243,"Dietikon","35-L-Sack",2,"CHF"
2003,243,"Dietikon","35-L-Sack",2.4,"CHF"
2002,243,"Dietikon","35-L-Sack",2.4,"CHF"
2001,243,"Dietikon","35-L-Sack",2.4,"CHF"
2000,243,"Dietikon","35-L-Sack",2.4,"CHF"
2022,244,"Geroldswil","Grundgebuehr",206,"CHF"
2021,244,"Geroldswil","Grundgebuehr",206,"CHF"
2020,244,"Geroldswil","Grundgebuehr",206,"CHF"
2019,244,"Geroldswil","Grundgebuehr",206,"CHF"
2018,244,"Geroldswil","Grundgebuehr",206,"CHF"
2017,244,"Geroldswil","Grundgebuehr",206,"CHF"
2016,244,"Geroldswil","Grundgebuehr",206,"CHF"
2015,244,"Geroldswil","Grundgebuehr",206,"CHF"
2014,244,"Geroldswil","Grundgebuehr",206,"CHF"
2013,244,"Geroldswil","Grundgebuehr",206,"CHF"
2012,244,"Geroldswil","Grundgebuehr",206,"CHF"
2011,244,"Geroldswil","Grundgebuehr",206,"CHF"
2010,244,"Geroldswil","Grundgebuehr",206,"CHF"
2009,244,"Geroldswil","Grundgebuehr",206,"CHF"
2008,244,"Geroldswil","Grundgebuehr",206,"CHF"
2007,244,"Geroldswil","Grundgebuehr",206,"CHF"
2006,244,"Geroldswil","Grundgebuehr",206,"CHF"
2005,244,"Geroldswil","Grundgebuehr",206,"CHF"
2004,244,"Geroldswil","Grundgebuehr",206,"CHF"
2003,244,"Geroldswil","Grundgebuehr",206,"CHF"
2002,244,"Geroldswil","Grundgebuehr",206,"CHF"
2001,244,"Geroldswil","Grundgebuehr",206,"CHF"
2000,244,"Geroldswil","Grundgebuehr",206,"CHF"
2022,244,"Geroldswil","35-L-Sack",1.7,"CHF"
2021,244,"Geroldswil","35-L-Sack",1.7,"CHF"
2020,244,"Geroldswil","35-L-Sack",1.7,"CHF"
2019,244,"Geroldswil","35-L-Sack",1.7,"CHF"
2018,244,"Geroldswil","35-L-Sack",1.7,"CHF"
2017,244,"Geroldswil","35-L-Sack",1.7,"CHF"
2016,244,"Geroldswil","35-L-Sack",1.7,"CHF"
2015,244,"Geroldswil","35-L-Sack",1.7,"CHF"
2014,244,"Geroldswil","35-L-Sack",1.7,"CHF"
2013,244,"Geroldswil","35-L-Sack",1.7,"CHF"
2012,244,"Geroldswil","35-L-Sack",1.7,"CHF"
2011,244,"Geroldswil","35-L-Sack",1.7,"CHF"
2010,244,"Geroldswil","35-L-Sack",2,"CHF"
2009,244,"Geroldswil","35-L-Sack",2,"CHF"
2008,244,"Geroldswil","35-L-Sack",2,"CHF"
2007,244,"Geroldswil","35-L-Sack",2,"CHF"
2006,244,"Geroldswil","35-L-Sack",2,"CHF"
2005,244,"Geroldswil","35-L-Sack",2,"CHF"
2004,244,"Geroldswil","35-L-Sack",2,"CHF"
2003,244,"Geroldswil","35-L-Sack",2.4,"CHF"
2002,244,"Geroldswil","35-L-Sack",2.4,"CHF"
2001,244,"Geroldswil","35-L-Sack",2.4,"CHF"
2000,244,"Geroldswil","35-L-Sack",2.4,"CHF"
2022,245,"Oberengstringen","Grundgebuehr",107.7,"CHF"
2021,245,"Oberengstringen","Grundgebuehr",107.7,"CHF"
2020,245,"Oberengstringen","Grundgebuehr",107.7,"CHF"
2019,245,"Oberengstringen","Grundgebuehr",107.7,"CHF"
2018,245,"Oberengstringen","Grundgebuehr",107.7,"CHF"
2017,245,"Oberengstringen","Grundgebuehr",108,"CHF"
2016,245,"Oberengstringen","Grundgebuehr",108,"CHF"
2015,245,"Oberengstringen","Grundgebuehr",108,"CHF"
2014,245,"Oberengstringen","Grundgebuehr",108,"CHF"
2013,245,"Oberengstringen","Grundgebuehr",108,"CHF"
2012,245,"Oberengstringen","Grundgebuehr",70,"CHF"
2011,245,"Oberengstringen","Grundgebuehr",70,"CHF"
2010,245,"Oberengstringen","Grundgebuehr",70,"CHF"
2009,245,"Oberengstringen","Grundgebuehr",70,"CHF"
2008,245,"Oberengstringen","Grundgebuehr",70,"CHF"
2007,245,"Oberengstringen","Grundgebuehr",70,"CHF"
2006,245,"Oberengstringen","Grundgebuehr",90,"CHF"
2005,245,"Oberengstringen","Grundgebuehr",90,"CHF"
2004,245,"Oberengstringen","Grundgebuehr",110,"CHF"
2003,245,"Oberengstringen","Grundgebuehr",110,"CHF"
2002,245,"Oberengstringen","Grundgebuehr",110,"CHF"
2001,245,"Oberengstringen","Grundgebuehr",110,"CHF"
2000,245,"Oberengstringen","Grundgebuehr",110,"CHF"
2022,245,"Oberengstringen","35-L-Sack",1.7,"CHF"
2021,245,"Oberengstringen","35-L-Sack",1.7,"CHF"
2020,245,"Oberengstringen","35-L-Sack",1.7,"CHF"
2019,245,"Oberengstringen","35-L-Sack",1.7,"CHF"
2018,245,"Oberengstringen","35-L-Sack",1.7,"CHF"
2017,245,"Oberengstringen","35-L-Sack",1.7,"CHF"
2016,245,"Oberengstringen","35-L-Sack",1.7,"CHF"
2015,245,"Oberengstringen","35-L-Sack",1.7,"CHF"
2014,245,"Oberengstringen","35-L-Sack",1.7,"CHF"
2013,245,"Oberengstringen","35-L-Sack",1.7,"CHF"
2012,245,"Oberengstringen","35-L-Sack",1.7,"CHF"
2011,245,"Oberengstringen","35-L-Sack",1.7,"CHF"
2010,245,"Oberengstringen","35-L-Sack",2,"CHF"
2009,245,"Oberengstringen","35-L-Sack",2,"CHF"
2008,245,"Oberengstringen","35-L-Sack",2,"CHF"
2007,245,"Oberengstringen","35-L-Sack",2,"CHF"
2006,245,"Oberengstringen","35-L-Sack",2,"CHF"
2005,245,"Oberengstringen","35-L-Sack",2,"CHF"
2004,245,"Oberengstringen","35-L-Sack",2.4,"CHF"
2003,245,"Oberengstringen","35-L-Sack",2.4,"CHF"
2002,245,"Oberengstringen","35-L-Sack",2.4,"CHF"
2001,245,"Oberengstringen","35-L-Sack",2.4,"CHF"
2000,245,"Oberengstringen","35-L-Sack",2.4,"CHF"
2022,246,"Oetwil a.d.L","Grundgebuehr",161.55,"CHF"
2021,246,"Oetwil a.d.L","Grundgebuehr",129.6,"CHF"
2020,246,"Oetwil a.d.L","Grundgebuehr",129.6,"CHF"
2019,246,"Oetwil a.d.L","Grundgebuehr",129.6,"CHF"
2018,246,"Oetwil a.d.L","Grundgebuehr",129.6,"CHF"
2017,246,"Oetwil a.d.L","Grundgebuehr",129.6,"CHF"
2016,246,"Oetwil a.d.L","Grundgebuehr",129.6,"CHF"
2015,246,"Oetwil a.d.L","Grundgebuehr",129.6,"CHF"
2014,246,"Oetwil a.d.L","Grundgebuehr",129.6,"CHF"
2013,246,"Oetwil a.d.L","Grundgebuehr",120,"CHF"
2012,246,"Oetwil a.d.L","Grundgebuehr",120,"CHF"
2011,246,"Oetwil a.d.L","Grundgebuehr",120,"CHF"
2010,246,"Oetwil a.d.L","Grundgebuehr",150.64,"CHF"
2009,246,"Oetwil a.d.L","Grundgebuehr",140,"CHF"
2008,246,"Oetwil a.d.L","Grundgebuehr",140,"CHF"
2007,246,"Oetwil a.d.L","Grundgebuehr",140,"CHF"
2006,246,"Oetwil a.d.L","Grundgebuehr",150.65,"CHF"
2005,246,"Oetwil a.d.L","Grundgebuehr",140,"CHF"
2004,246,"Oetwil a.d.L","Grundgebuehr",140,"CHF"
2003,246,"Oetwil a.d.L","Grundgebuehr",160.65,"CHF"
2002,246,"Oetwil a.d.L","Grundgebuehr",140,"CHF"
2001,246,"Oetwil a.d.L","Grundgebuehr",150.64,"CHF"
2000,246,"Oetwil a.d.L","Grundgebuehr",151.6,"CHF"
2022,246,"Oetwil a.d.L","35-L-Sack",1.7,"CHF"
2021,246,"Oetwil a.d.L","35-L-Sack",1.7,"CHF"
2020,246,"Oetwil a.d.L","35-L-Sack",1.7,"CHF"
2019,246,"Oetwil a.d.L","35-L-Sack",1.7,"CHF"
2018,246,"Oetwil a.d.L","35-L-Sack",1.7,"CHF"
2017,246,"Oetwil a.d.L","35-L-Sack",1.7,"CHF"
2016,246,"Oetwil a.d.L","35-L-Sack",1.7,"CHF"
2015,246,"Oetwil a.d.L","35-L-Sack",1.7,"CHF"
2014,246,"Oetwil a.d.L","35-L-Sack",1.7,"CHF"
2013,246,"Oetwil a.d.L","35-L-Sack",1.7,"CHF"
2012,246,"Oetwil a.d.L","35-L-Sack",1.7,"CHF"
2011,246,"Oetwil a.d.L","35-L-Sack",1.7,"CHF"
2010,246,"Oetwil a.d.L","35-L-Sack",2,"CHF"
2009,246,"Oetwil a.d.L","35-L-Sack",2,"CHF"
2008,246,"Oetwil a.d.L","35-L-Sack",2,"CHF"
2007,246,"Oetwil a.d.L","35-L-Sack",2,"CHF"
2006,246,"Oetwil a.d.L","35-L-Sack",2,"CHF"
2005,246,"Oetwil a.d.L","35-L-Sack",2.15,"CHF"
2004,246,"Oetwil a.d.L","35-L-Sack",2,"CHF"
2003,246,"Oetwil a.d.L","35-L-Sack",2.4,"CHF"
2002,246,"Oetwil a.d.L","35-L-Sack",2.1,"CHF"
2001,246,"Oetwil a.d.L","35-L-Sack",2.4,"CHF"
2000,246,"Oetwil a.d.L","35-L-Sack",2.4,"CHF"
2022,247,"Schlieren","Grundgebuehr",117.39,"CHF"
2021,247,"Schlieren","Grundgebuehr",75.39,"CHF"
2020,247,"Schlieren","Grundgebuehr",75.39,"CHF"
2019,247,"Schlieren","Grundgebuehr",75.39,"CHF"
2018,247,"Schlieren","Grundgebuehr",75.39,"CHF"
2017,247,"Schlieren","Grundgebuehr",75.6,"CHF"
2016,247,"Schlieren","Grundgebuehr",75.6,"CHF"
2015,247,"Schlieren","Grundgebuehr",75.6,"CHF"
2014,247,"Schlieren","Grundgebuehr",75.6,"CHF"
2013,247,"Schlieren","Grundgebuehr",75.6,"CHF"
2012,247,"Schlieren","Grundgebuehr",75.6,"CHF"
2011,247,"Schlieren","Grundgebuehr",70,"CHF"
2010,247,"Schlieren","Grundgebuehr",117.28,"CHF"
2009,247,"Schlieren","Grundgebuehr",117.28,"CHF"
2008,247,"Schlieren","Grundgebuehr",156,"CHF"
2007,247,"Schlieren","Grundgebuehr",156,"CHF"
2006,247,"Schlieren","Grundgebuehr",156,"CHF"
2005,247,"Schlieren","Grundgebuehr",156,"CHF"
2004,247,"Schlieren","Grundgebuehr",156,"CHF"
2003,247,"Schlieren","Grundgebuehr",156,"CHF"
2002,247,"Schlieren","Grundgebuehr",145,"CHF"
2001,247,"Schlieren","Grundgebuehr",145,"CHF"
2000,247,"Schlieren","Grundgebuehr",160,"CHF"
2022,247,"Schlieren","35-L-Sack",1.7,"CHF"
2021,247,"Schlieren","35-L-Sack",1.7,"CHF"
2020,247,"Schlieren","35-L-Sack",1.7,"CHF"
2019,247,"Schlieren","35-L-Sack",1.7,"CHF"
2018,247,"Schlieren","35-L-Sack",1.7,"CHF"
2017,247,"Schlieren","35-L-Sack",1.7,"CHF"
2016,247,"Schlieren","35-L-Sack",1.7,"CHF"
2015,247,"Schlieren","35-L-Sack",1.7,"CHF"
2014,247,"Schlieren","35-L-Sack",1.7,"CHF"
2013,247,"Schlieren","35-L-Sack",1.7,"CHF"
2012,247,"Schlieren","35-L-Sack",1.7,"CHF"
2011,247,"Schlieren","35-L-Sack",1.7,"CHF"
2010,247,"Schlieren","35-L-Sack",2,"CHF"
2009,247,"Schlieren","35-L-Sack",2,"CHF"
2008,247,"Schlieren","35-L-Sack",2,"CHF"
2007,247,"Schlieren","35-L-Sack",2,"CHF"
2006,247,"Schlieren","35-L-Sack",2,"CHF"
2005,247,"Schlieren","35-L-Sack",2,"CHF"
2004,247,"Schlieren","35-L-Sack",2,"CHF"
2003,247,"Schlieren","35-L-Sack",2.4,"CHF"
2002,247,"Schlieren","35-L-Sack",2.4,"CHF"
2001,247,"Schlieren","35-L-Sack",2.4,"CHF"
2000,247,"Schlieren","35-L-Sack",2.4,"CHF"
2022,248,"Uitikon","Grundgebuehr",100,"CHF"
2021,248,"Uitikon","Grundgebuehr",100,"CHF"
2020,248,"Uitikon","Grundgebuehr",100,"CHF"
2019,248,"Uitikon","Grundgebuehr",100,"CHF"
2018,248,"Uitikon","Grundgebuehr",100,"CHF"
2017,248,"Uitikon","Grundgebuehr",100,"CHF"
2016,248,"Uitikon","Grundgebuehr",50,"CHF"
2015,248,"Uitikon","Grundgebuehr",50,"CHF"
2014,248,"Uitikon","Grundgebuehr",50,"CHF"
2013,248,"Uitikon","Grundgebuehr",50,"CHF"
2012,248,"Uitikon","Grundgebuehr",50,"CHF"
2011,248,"Uitikon","Grundgebuehr",150,"CHF"
2010,248,"Uitikon","Grundgebuehr",150,"CHF"
2009,248,"Uitikon","Grundgebuehr",150,"CHF"
2008,248,"Uitikon","Grundgebuehr",150,"CHF"
2007,248,"Uitikon","Grundgebuehr",150,"CHF"
2006,248,"Uitikon","Grundgebuehr",150,"CHF"
2005,248,"Uitikon","Grundgebuehr",150,"CHF"
2004,248,"Uitikon","Grundgebuehr",200,"CHF"
2003,248,"Uitikon","Grundgebuehr",200,"CHF"
2002,248,"Uitikon","Grundgebuehr",200,"CHF"
2001,248,"Uitikon","Grundgebuehr",215.2,"CHF"
2000,248,"Uitikon","Grundgebuehr",75,"CHF"
2022,248,"Uitikon","35-L-Sack",2.07,"CHF"
2021,248,"Uitikon","35-L-Sack",2.07,"CHF"
2020,248,"Uitikon","35-L-Sack",2.07,"CHF"
2019,248,"Uitikon","35-L-Sack",2.07,"CHF"
2018,248,"Uitikon","35-L-Sack",2.07,"CHF"
2017,248,"Uitikon","35-L-Sack",2.07,"CHF"
2016,248,"Uitikon","35-L-Sack",2.07,"CHF"
2015,248,"Uitikon","35-L-Sack",2.07,"CHF"
2014,248,"Uitikon","35-L-Sack",2.07,"CHF"
2013,248,"Uitikon","35-L-Sack",2.07,"CHF"
2012,248,"Uitikon","35-L-Sack",2.07,"CHF"
2011,248,"Uitikon","35-L-Sack",2.07,"CHF"
2010,248,"Uitikon","35-L-Sack",2.07,"CHF"
2009,248,"Uitikon","35-L-Sack",2.07,"CHF"
2008,248,"Uitikon","35-L-Sack",2.07,"CHF"
2007,248,"Uitikon","35-L-Sack",2.07,"CHF"
2006,248,"Uitikon","35-L-Sack",2.07,"CHF"
2005,248,"Uitikon","35-L-Sack",1.75,"CHF"
2004,248,"Uitikon","35-L-Sack",1.83,"CHF"
2003,248,"Uitikon","35-L-Sack",2,"CHF"
2002,248,"Uitikon","35-L-Sack",2,"CHF"
2001,248,"Uitikon","35-L-Sack",2,"CHF"
2000,248,"Uitikon","35-L-Sack",2,"CHF"
2022,249,"Unterengstringen","Grundgebuehr",150,"CHF"
2021,249,"Unterengstringen","Grundgebuehr",150,"CHF"
2020,249,"Unterengstringen","Grundgebuehr",150,"CHF"
2019,249,"Unterengstringen","Grundgebuehr",150,"CHF"
2018,249,"Unterengstringen","Grundgebuehr",150,"CHF"
2017,249,"Unterengstringen","Grundgebuehr",150,"CHF"
2016,249,"Unterengstringen","Grundgebuehr",150,"CHF"
2015,249,"Unterengstringen","Grundgebuehr",150,"CHF"
2014,249,"Unterengstringen","Grundgebuehr",150,"CHF"
2013,249,"Unterengstringen","Grundgebuehr",150,"CHF"
2012,249,"Unterengstringen","Grundgebuehr",150,"CHF"
2011,249,"Unterengstringen","Grundgebuehr",150,"CHF"
2010,249,"Unterengstringen","Grundgebuehr",150,"CHF"
2009,249,"Unterengstringen","Grundgebuehr",150,"CHF"
2008,249,"Unterengstringen","Grundgebuehr",150,"CHF"
2007,249,"Unterengstringen","Grundgebuehr",150,"CHF"
2006,249,"Unterengstringen","Grundgebuehr",150,"CHF"
2005,249,"Unterengstringen","Grundgebuehr",150,"CHF"
2004,249,"Unterengstringen","Grundgebuehr",150,"CHF"
2003,249,"Unterengstringen","Grundgebuehr",150,"CHF"
2002,249,"Unterengstringen","Grundgebuehr",150,"CHF"
2001,249,"Unterengstringen","Grundgebuehr",150,"CHF"
2000,249,"Unterengstringen","Grundgebuehr",200,"CHF"
2022,249,"Unterengstringen","35-L-Sack",1.7,"CHF"
2021,249,"Unterengstringen","35-L-Sack",1.7,"CHF"
2020,249,"Unterengstringen","35-L-Sack",1.7,"CHF"
2019,249,"Unterengstringen","35-L-Sack",1.7,"CHF"
2018,249,"Unterengstringen","35-L-Sack",1.7,"CHF"
2017,249,"Unterengstringen","35-L-Sack",1.7,"CHF"
2016,249,"Unterengstringen","35-L-Sack",1.7,"CHF"
2015,249,"Unterengstringen","35-L-Sack",1.7,"CHF"
2014,249,"Unterengstringen","35-L-Sack",1.7,"CHF"
2013,249,"Unterengstringen","35-L-Sack",1.7,"CHF"
2012,249,"Unterengstringen","35-L-Sack",1.7,"CHF"
2011,249,"Unterengstringen","35-L-Sack",1.7,"CHF"
2010,249,"Unterengstringen","35-L-Sack",2,"CHF"
2009,249,"Unterengstringen","35-L-Sack",2,"CHF"
2008,249,"Unterengstringen","35-L-Sack",2,"CHF"
2007,249,"Unterengstringen","35-L-Sack",2,"CHF"
2006,249,"Unterengstringen","35-L-Sack",2,"CHF"
2005,249,"Unterengstringen","35-L-Sack",2,"CHF"
2004,249,"Unterengstringen","35-L-Sack",2,"CHF"
2003,249,"Unterengstringen","35-L-Sack",2.4,"CHF"
2002,249,"Unterengstringen","35-L-Sack",2.4,"CHF"
2001,249,"Unterengstringen","35-L-Sack",2.4,"CHF"
2000,249,"Unterengstringen","35-L-Sack",2.4,"CHF"
2022,250,"Urdorf","Grundgebuehr",90,"CHF"
2021,250,"Urdorf","Grundgebuehr",90,"CHF"
2020,250,"Urdorf","Grundgebuehr",90,"CHF"
2019,250,"Urdorf","Grundgebuehr",90,"CHF"
2018,250,"Urdorf","Grundgebuehr",90,"CHF"
2017,250,"Urdorf","Grundgebuehr",90,"CHF"
2016,250,"Urdorf","Grundgebuehr",90,"CHF"
2015,250,"Urdorf","Grundgebuehr",90,"CHF"
2014,250,"Urdorf","Grundgebuehr",90,"CHF"
2013,250,"Urdorf","Grundgebuehr",90,"CHF"
2012,250,"Urdorf","Grundgebuehr",90,"CHF"
2011,250,"Urdorf","Grundgebuehr",90,"CHF"
2010,250,"Urdorf","Grundgebuehr",90,"CHF"
